#DEBUG: Format Typ    -> comma
#DEBUG: Time Period   -> 2018-01-02 00:00:00+00:00 2018-01-04 00:00:00+00:00
#DEBUG: Time Zone     -> Etc/UTC
#DEBUG: Data Contact   -> daryl herzmann akrherz@iastate.edu 515-294-5978
#DEBUG: Entries Found -> -1
station,valid,lon,lat,tmpf,dwpf,relh,drct,sknt,alti,mslp,p01i,vsby,gust,skyl1,skyl2,skyl3,wxcodes
ART,2018-01-02 10:40,-76.0262,43.9888,M,M,M,0.00,0.00,30.35,M,M,10.00,M,1400.00,M,M,M
ART,2018-01-02 10:45,-76.0262,43.9888,M,M,M,0.00,0.00,30.35,M,M,10.00,M,1400.00,M,M,M
ART,2018-01-02 10:50,-76.0262,43.9888,M,M,M,160.00,3.00,30.35,M,M,10.00,M,1400.00,M,M,M
ART,2018-01-02 10:56,-76.0262,43.9888,-20.90,-25.10,80.14,0.00,0.00,30.35,1029.40,0.00,10.00,M,1400.00,M,M,M
ART,2018-01-02 11:00,-76.0262,43.9888,M,M,M,0.00,0.00,30.34,M,M,10.00,M,M,M,M,M
ART,2018-01-02 11:05,-76.0262,43.9888,M,M,M,80.00,3.00,30.34,M,M,10.00,M,3300.00,M,M,M
ART,2018-01-02 11:10,-76.0262,43.9888,M,M,M,90.00,3.00,30.34,M,M,10.00,M,3000.00,3500.00,M,M
ART,2018-01-02 11:20,-76.0262,43.9888,M,M,M,50.00,6.00,30.33,M,M,8.00,M,1600.00,2800.00,M,M
ART,2018-01-02 11:23,-76.0262,43.9888,-18.00,-22.00,81.25,60.00,5.00,30.33,M,0.00,7.00,M,1600.00,2800.00,M,M
ART,2018-01-02 11:25,-76.0262,43.9888,M,M,M,60.00,3.00,30.33,M,M,6.00,M,1600.00,2800.00,M,BR
ART,2018-01-02 11:30,-76.0262,43.9888,M,M,M,100.00,4.00,30.33,M,M,6.00,M,1400.00,2800.00,M,BR
ART,2018-01-02 11:33,-76.0262,43.9888,-17.00,-20.00,85.68,110.00,4.00,30.33,M,0.00,7.00,M,1400.00,2900.00,M,M
ART,2018-01-02 11:40,-76.0262,43.9888,M,M,M,0.00,0.00,30.33,M,M,10.00,M,1500.00,2700.00,M,M
ART,2018-01-02 11:45,-76.0262,43.9888,M,M,M,0.00,0.00,30.33,M,M,10.00,M,1500.00,M,M,M
ART,2018-01-02 11:50,-76.0262,43.9888,M,M,M,130.00,3.00,30.33,M,M,10.00,M,2600.00,M,M,M
ART,2018-01-02 11:56,-76.0262,43.9888,-17.00,-22.00,77.19,120.00,3.00,30.32,1028.50,0.00,10.00,M,2400.00,M,M,M
ART,2018-01-02 12:00,-76.0262,43.9888,M,M,M,120.00,3.00,30.32,M,M,10.00,M,2400.00,M,M,M
ART,2018-01-02 12:05,-76.0262,43.9888,M,M,M,90.00,3.00,30.32,M,M,10.00,M,2200.00,M,M,M
ART,2018-01-02 12:10,-76.0262,43.9888,M,M,M,0.00,0.00,30.32,M,M,10.00,M,2200.00,M,M,M
ART,2018-01-02 12:20,-76.0262,43.9888,M,M,M,90.00,3.00,30.32,M,M,7.00,M,2200.00,M,M,M
ART,2018-01-02 12:25,-76.0262,43.9888,M,M,M,80.00,3.00,30.32,M,M,4.00,M,2200.00,M,M,BR
ART,2018-01-02 12:30,-76.0262,43.9888,M,M,M,80.00,3.00,30.31,M,M,3.50,M,2200.00,M,M,-SN BR
ART,2018-01-02 12:40,-76.0262,43.9888,M,M,M,100.00,3.00,30.31,M,M,2.00,M,2100.00,M,M,-SN BR
ART,2018-01-02 12:41,-76.0262,43.9888,-11.90,-15.00,85.59,100.00,3.00,30.31,M,0.0001,2.00,M,2100.00,M,M,-SN BR
ART,2018-01-02 12:45,-76.0262,43.9888,M,M,M,0.00,0.00,30.31,M,M,2.00,M,2100.00,M,M,BR
ART,2018-01-02 12:50,-76.0262,43.9888,M,M,M,0.00,0.00,30.31,M,M,3.00,M,2100.00,M,M,BR
ART,2018-01-02 12:56,-76.0262,43.9888,-11.90,-16.10,80.95,0.00,0.00,30.30,1027.80,0.0001,4.00,M,2100.00,4600.00,M,BR
ART,2018-01-02 13:00,-76.0262,43.9888,M,M,M,110.00,3.00,30.30,M,M,5.00,M,2100.00,4600.00,M,HZ
ART,2018-01-02 13:05,-76.0262,43.9888,M,M,M,0.00,0.00,30.30,M,M,6.00,M,2100.00,M,M,HZ
ART,2018-01-02 13:10,-76.0262,43.9888,M,M,M,130.00,3.00,30.30,M,M,6.00,M,2100.00,M,M,BR
ART,2018-01-02 13:15,-76.0262,43.9888,M,M,M,140.00,3.00,30.30,M,M,7.00,M,2100.00,M,M,M
ART,2018-01-02 13:20,-76.0262,43.9888,M,M,M,160.00,3.00,30.30,M,M,9.00,M,2100.00,M,M,M
ART,2018-01-02 13:25,-76.0262,43.9888,M,M,M,150.00,3.00,30.29,M,M,10.00,M,M,M,M,M
ART,2018-01-02 13:35,-76.0262,43.9888,M,M,M,0.00,0.00,30.29,M,M,10.00,M,1200.00,M,M,M
ART,2018-01-02 13:40,-76.0262,43.9888,M,M,M,0.00,0.00,30.29,M,M,10.00,M,999.00,M,M,M
ART,2018-01-02 13:45,-76.0262,43.9888,M,M,M,160.00,3.00,30.28,M,M,9.00,M,999.00,M,M,M
ART,2018-01-02 13:55,-76.0262,43.9888,M,M,M,170.00,3.00,30.28,M,M,4.00,M,999.00,M,M,BR
ART,2018-01-02 13:56,-76.0262,43.9888,-0.90,-4.00,86.31,160.00,3.00,30.28,1026.70,0.00,4.00,M,1000.00,M,M,BR
ART,2018-01-02 14:00,-76.0262,43.9888,M,M,M,170.00,3.00,30.28,M,M,3.50,M,999.00,M,M,BR
ART,2018-01-02 14:05,-76.0262,43.9888,M,M,M,150.00,4.00,30.27,M,M,4.00,M,999.00,M,M,BR
ART,2018-01-02 14:15,-76.0262,43.9888,M,M,M,170.00,4.00,30.26,M,M,10.00,M,1200.00,6500.00,M,M
ART,2018-01-02 14:20,-76.0262,43.9888,M,M,M,170.00,5.00,30.26,M,M,8.00,M,1200.00,6500.00,M,M
ART,2018-01-02 14:25,-76.0262,43.9888,M,M,M,190.00,5.00,30.26,M,M,4.00,M,1200.00,5000.00,6500.00,-SN BR
ART,2018-01-02 14:29,-76.0262,43.9888,3.90,1.00,87.42,200.00,4.00,30.26,M,0.0001,2.50,M,1200.00,4700.00,6500.00,-SN BR
ART,2018-01-02 14:35,-76.0262,43.9888,M,M,M,190.00,6.00,30.26,M,M,1.50,M,1200.00,5000.00,6500.00,-SN BR
ART,2018-01-02 14:39,-76.0262,43.9888,5.00,1.90,86.68,M,6.00,30.26,M,0.0001,1.50,M,1400.00,6000.00,M,-SN BR
ART,2018-01-02 14:40,-76.0262,43.9888,M,M,M,190.00,7.00,30.26,M,M,1.75,M,1400.00,5500.00,M,-SN BR
ART,2018-01-02 14:45,-76.0262,43.9888,M,M,M,200.00,7.00,30.25,M,M,2.00,M,4500.00,5500.00,M,-SN BR
ART,2018-01-02 14:49,-76.0262,43.9888,6.10,1.90,82.43,M,5.00,30.25,M,0.0001,2.50,M,5000.00,6000.00,M,-SN BR
ART,2018-01-02 14:55,-76.0262,43.9888,M,M,M,200.00,5.00,30.25,M,M,3.00,M,4500.00,5500.00,M,-SN BR
ART,2018-01-02 14:56,-76.0262,43.9888,6.10,3.00,86.74,200.00,5.00,30.25,1025.50,0.0001,3.00,M,4700.00,5500.00,M,BR
ART,2018-01-02 15:00,-76.0262,43.9888,M,M,M,190.00,5.00,30.25,M,M,4.00,M,4400.00,5500.00,M,BR
ART,2018-01-02 15:10,-76.0262,43.9888,M,M,M,180.00,6.00,30.24,M,M,6.00,M,4200.00,M,M,BR
ART,2018-01-02 15:15,-76.0262,43.9888,M,M,M,190.00,7.00,30.24,M,M,6.00,M,1900.00,3800.00,4500.00,BR
ART,2018-01-02 15:20,-76.0262,43.9888,M,M,M,190.00,6.00,30.24,M,M,5.00,M,1900.00,3300.00,4200.00,-SN
ART,2018-01-02 15:25,-76.0262,43.9888,M,M,M,190.00,9.00,30.23,M,M,2.50,15.00,3100.00,4200.00,M,-SN BR
ART,2018-01-02 15:26,-76.0262,43.9888,9.00,5.00,83.41,180.00,8.00,30.23,M,0.0001,1.75,16.00,3100.00,4200.00,M,-SN BR
ART,2018-01-02 15:30,-76.0262,43.9888,M,M,M,180.00,7.00,30.22,M,M,1.00,M,3100.00,4200.00,M,-SN
ART,2018-01-02 15:34,-76.0262,43.9888,10.00,6.10,83.87,180.00,9.00,30.22,M,0.0001,0.75,16.00,2900.00,4000.00,M,-SN BR
ART,2018-01-02 15:35,-76.0262,43.9888,M,M,M,170.00,8.00,30.22,M,M,0.75,M,2900.00,3800.00,M,-SN BR
ART,2018-01-02 15:44,-76.0262,43.9888,10.90,6.10,80.57,170.00,9.00,30.21,M,0.0001,1.00,17.00,2500.00,3200.00,M,-SN
ART,2018-01-02 15:45,-76.0262,43.9888,M,M,M,180.00,10.00,30.21,M,M,1.00,16.00,2800.00,3600.00,M,-SN
ART,2018-01-02 15:50,-76.0262,43.9888,M,M,M,180.00,10.00,30.21,M,M,1.00,17.00,2800.00,3700.00,M,-SN BR
ART,2018-01-02 15:53,-76.0262,43.9888,10.40,6.80,85.05,180.00,8.00,30.20,M,0.0001,1.25,18.00,2800.00,3500.00,M,-SN BR
ART,2018-01-02 15:55,-76.0262,43.9888,M,M,M,170.00,8.00,30.20,M,M,1.75,M,3000.00,3800.00,M,-SN BR
ART,2018-01-02 15:56,-76.0262,43.9888,10.90,7.00,83.93,180.00,7.00,30.20,1024.00,0.0001,1.75,18.00,3000.00,M,M,-SN BR
ART,2018-01-02 15:59,-76.0262,43.9888,12.00,7.00,79.93,180.00,9.00,30.20,M,0.0001,3.00,18.00,2800.00,3400.00,M,-SN
ART,2018-01-02 16:00,-76.0262,43.9888,M,M,M,180.00,9.00,30.20,M,M,3.00,14.00,2800.00,3399.00,M,-SN
ART,2018-01-02 16:05,-76.0262,43.9888,M,M,M,180.00,9.00,30.20,M,M,5.00,M,2800.00,3399.00,M,HZ
ART,2018-01-02 16:10,-76.0262,43.9888,M,M,M,180.00,9.00,30.19,M,M,4.00,M,3200.00,M,M,HZ
ART,2018-01-02 16:16,-76.0262,43.9888,12.90,8.10,80.74,180.00,7.00,30.18,M,0.0001,1.75,M,3200.00,M,M,-SN
ART,2018-01-02 16:20,-76.0262,43.9888,M,M,M,180.00,9.00,30.18,M,M,1.25,M,3399.00,M,M,-SN BR
ART,2018-01-02 16:25,-76.0262,43.9888,M,M,M,180.00,7.00,30.18,M,M,1.00,M,2800.00,3399.00,M,-SN
ART,2018-01-02 16:26,-76.0262,43.9888,14.00,9.00,80.10,180.00,9.00,30.18,M,0.0001,0.75,16.00,2500.00,3400.00,M,-SN
ART,2018-01-02 16:30,-76.0262,43.9888,M,M,M,180.00,8.00,30.17,M,M,0.25,M,1999.00,3399.00,M,SN FZFG
ART,2018-01-02 16:36,-76.0262,43.9888,14.00,10.90,87.20,190.00,10.00,30.17,M,0.0001,0.25,M,1400.00,3400.00,M,+SN FZFG
ART,2018-01-02 16:40,-76.0262,43.9888,M,M,M,190.00,8.00,30.17,M,M,0.13,M,1200.00,3399.00,M,+SN FZFG
ART,2018-01-02 16:45,-76.0262,43.9888,M,M,M,190.00,7.00,30.16,M,0.01,0.13,M,800.00,1500.00,M,+SN FZFG
ART,2018-01-02 16:55,-76.0262,43.9888,M,M,M,200.00,11.00,30.16,M,0.01,0.50,M,600.00,1500.00,M,-SN FZFG
ART,2018-01-02 16:56,-76.0262,43.9888,16.00,12.90,87.32,210.00,11.00,30.16,1022.50,0.01,0.50,19.00,600.00,1500.00,M,-SN FZFG
